trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
175,False,"{'a': 0.85, 'e': 0.07209482742461297}",25,10,8.253889447831746,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.85, 'e': 0.07101340501324377}",20,9,19.856649852606765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.85, 'e': 0.06994820393804511}",20,4,26.559477528728358,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.85, 'e': 0.06889898087897443}",20,12,13.897303944339239,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.85, 'e': 0.06786549616578982}",25,17,17.47906178274067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.85, 'e': 0.06684751372330297}",20,16,6.499483668092132,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.85, 'e': 0.06584480101745342}",20,8,10.448629870809647,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.85, 'e': 0.06485712900219162}",25,20,9.179309431568766,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.85, 'e': 0.06388427206715874}",30,16,29.32233744757967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.85, 'e': 0.06292600798615136}",20,14,11.167374068117923,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.85, 'e': 0.06198211786635909}",25,17,16.07563496464515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.85, 'e': 0.061052386098363706}",20,6,15.921958767580769,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.85, 'e': 0.06013660030688825}",25,2,32.45293892452606,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.85, 'e': 0.05923455130228492}",20,15,3.1768870292276414,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.85, 'e': 0.05834603303275065}",25,10,26.326229529683584,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.85, 'e': 0.05747084253725939}",25,14,8.334310704153676,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.85, 'e': 0.0566087798992005}",30,13,35.562405311277075,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.85, 'e': 0.05575964820071249}",20,0,20.909929033919024,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.85, 'e': 0.0549232534777018}",20,6,16.76842671580024,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.85, 'e': 0.054099404675536276}",20,6,12.657260766798082,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.85, 'e': 0.05328791360540323}",25,5,37.60752639492063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.85, 'e': 0.05248859490132218}",20,5,24.10258251583272,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.85, 'e': 0.05170126597780235}",30,11,12.847250926275478,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.85, 'e': 0.05092574698813531}",25,20,10.226072383751113,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.85, 'e': 0.05016186078331328}",25,15,17.202201526428908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.85, 'e': 0.04940943287156358}",30,17,28.088342939691803,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.85, 'e': 0.048668291378490124}",25,20,8.889570990782378,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.85, 'e': 0.04793826700781277}",30,15,29.728054975806103,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.85, 'e': 0.04721919300269558}",25,12,24.254730268837235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.85, 'e': 0.04651090510765515}",25,16,16.608308708227327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.85, 'e': 0.04581324153104032}",20,16,7.237404047070451,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.85, 'e': 0.04512604290807471}",25,19,12.172325972364622,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.85, 'e': 0.04444915226445359}",20,9,23.56342828400758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.85, 'e': 0.04378241498048679}",30,17,-20.963300356851896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.85, 'e': 0.04312567875577949}",20,16,8.716785059335477,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.85, 'e': 0.04247879357444279}",20,9,22.896497495361338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.85, 'e': 0.04184161167082615}",25,3,38.207136529509796,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.85, 'e': 0.04121398749576376}",25,13,21.652164969645764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.85, 'e': 0.0405957776833273}",20,6,21.33983159046498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.85, 'e': 0.03998684101807739}",35,16,12.905174428431451,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
215,False,"{'a': 0.85, 'e': 0.03938703840280623}",20,16,9.988694164787242,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.85, 'e': 0.038796232826764136}",25,11,30.219684931147423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.85, 'e': 0.038214289334362675}",30,7,-2.598881669959427,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.85, 'e': 0.03764107499434723}",20,12,11.976651058496678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.85, 'e': 0.037076458869432026}",30,12,11.611023333844534,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
220,False,"{'a': 0.85, 'e': 0.036520311986390545}",25,10,26.936365506450798,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.85, 'e': 0.03597250730659468}",30,19,16.783033035083644,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.85, 'e': 0.03543291969699576}",20,2,24.919900166406155,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.85, 'e': 0.03490142590154083}",25,9,16.4115340001736,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.85, 'e': 0.03437790451301771}",30,9,-4.2858894080121654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.85, 'e': 0.03386223594532245}",20,13,10.834646685001132,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.85, 'e': 0.03335430240614261}",20,16,8.230681100069493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.85, 'e': 0.03285398787005047}",25,0,43.75542600696903,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.85, 'e': 0.032361178051999714}",20,7,25.413735325366414,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.85, 'e': 0.03187576038121972}",20,0,26.139849284113065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.85, 'e': 0.03139762397550142}",25,17,16.68096276847697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.85, 'e': 0.0309266596158689}",25,12,24.275233997539086,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.85, 'e': 0.030462759721630865}",20,6,20.611088964241297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.85, 'e': 0.030005818325806403}",20,7,23.543843611086555,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.85, 'e': 0.029555731050919305}",20,7,22.73919933829014,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.85, 'e': 0.029112395085155514}",30,14,32.96652927018177,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.85, 'e': 0.028675709158878182}",30,13,24.93966231536315,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.85, 'e': 0.02824557352149501}",35,18,32.77059446201919,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.85, 'e': 0.02782188991867258}",25,8,29.7975747667789,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.85, 'e': 0.027404561569892495}",25,17,12.457282917821992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.85, 'e': 0.026993493146344107}",25,0,39.96853453558071,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.85, 'e': 0.026588590749148943}",20,10,7.58907960923935,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.85, 'e': 0.02618976188791171}",30,16,23.07513090472456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.85, 'e': 0.025796915459593034}",35,25,14.661860658731495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.85, 'e': 0.02540996172769914}",30,7,31.50638341891538,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.85, 'e': 0.02502881230178365}",25,14,17.28923900295485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.85, 'e': 0.024653380117256894}",25,17,10.405469816699695,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.85, 'e': 0.024283579415498042}",20,13,12.844735555526555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.85, 'e': 0.02391932572426557}",20,0,-10.634331616530904,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
249,False,"{'a': 0.85, 'e': 0.023560535838401588}",20,0,27.4194858723123,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.85, 'e': 0.023207127800825563}",25,3,38.81806250205261,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.85, 'e': 0.02285902088381318}",25,15,18.231878751922004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.85, 'e': 0.02251613557055598}",20,12,14.396934655651908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.85, 'e': 0.022178393536997642}",20,6,16.008036514121656,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.85, 'e': 0.021845717633942677}",20,13,-29.14033941923409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.85, 'e': 0.021518031869433536}",20,15,10.723629609710546,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.85, 'e': 0.021195261391392033}",25,12,11.970779883559825,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.85, 'e': 0.020877332470521152}",20,10,-6.203715661851732,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
258,False,"{'a': 0.85, 'e': 0.020564172483463334}",20,14,13.828502105976446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.85, 'e': 0.020255709896211383}",20,1,-15.322296928733143,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.85, 'e': 0.019951874247768214}",25,11,25.526726089192387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.85, 'e': 0.019652596134051688}",20,2,32.42149305580666,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.85, 'e': 0.019357807192040912}",30,0,47.16337693474022,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.85, 'e': 0.019067440084160298}",25,7,34.19857432630132,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.85, 'e': 0.018781428482897895}",30,15,24.142866147358898,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.85, 'e': 0.018499707055654426}",30,21,17.759801261116337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.85, 'e': 0.01822221144981961}",20,2,32.6380222915541,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.85, 'e': 0.017948878278072317}",25,11,26.62146561569667,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.85, 'e': 0.01767964510390123}",20,14,9.889369102560241,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.85, 'e': 0.01741445042734271}",25,8,30.047066664742434,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.85, 'e': 0.01715323367093257}",20,9,19.939232558519482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.85, 'e': 0.01689593516586858}",20,8,1.6132244787057624,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
272,False,"{'a': 0.85, 'e': 0.016642496138380553}",25,16,13.865429295067587,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.85, 'e': 0.016392858696304843}",25,13,22.200593186906847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.85, 'e': 0.01614696581586027}",20,7,23.47534594011062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.85, 'e': 0.01590476132862237}",25,9,28.20045739288524,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.85, 'e': 0.01566618990869303}",20,14,11.085138877471454,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.85, 'e': 0.015431197060062636}",30,17,1.4644128631743663,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
278,False,"{'a': 0.85, 'e': 0.015199729104161695}",20,16,7.221687827867122,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.85, 'e': 0.01497173316759927}",20,15,6.657692241240446,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.85, 'e': 0.014747157170085281}",25,12,27.97501523937944,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.85, 'e': 0.014525949812534002}",20,12,18.169927102718226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.85, 'e': 0.014308060565345991}",30,20,17.609919392890937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.85, 'e': 0.0140934396568658}",30,10,36.53996354178336,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.85, 'e': 0.013882038062012814}",20,5,25.12361835275214,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.85, 'e': 0.013673807491082622}",25,6,32.2301841912108,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.85, 'e': 0.013468700378716383}",30,16,29.883861873490318,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.85, 'e': 0.013266669873035637}",20,10,19.093965859002864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.85, 'e': 0.013067669824940101}",30,8,39.813934210567695,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.85, 'e': 0.012871654777566}",25,5,34.59316411066421,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.85, 'e': 0.01267857995590251}",25,12,22.12531836116554,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.85, 'e': 0.012488401256563973}",25,10,22.86452136083801,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.85, 'e': 0.012301075237715512}",20,0,15.832627764055745,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
293,False,"{'a': 0.85, 'e': 0.01211655910914978}",35,25,19.353370877833193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.85, 'e': 0.011934810722512533}",25,13,23.83528498131683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.85, 'e': 0.011755788561674845}",30,16,29.038691728016175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.85, 'e': 0.011579451733249722}",25,3,35.16182808003162,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.85, 'e': 0.011405759957250976}",25,12,23.004257998249493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.85, 'e': 0.01123467355789221}",20,5,27.782595210593744,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.85, 'e': 0.011066153454523827}",30,16,23.778715426856394,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.85, 'e': 0.01090016115270597}",25,8,28.2222942506663,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.85, 'e': 0.010736658735415381}",35,18,30.780414341859974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.85, 'e': 0.010575608854384149}",30,8,40.86996970683911,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.85, 'e': 0.010416974721568387}",20,13,8.244605305916421,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.85, 'e': 0.010260720100744861}",30,14,30.751374368731504,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.85, 'e': 0.010106809299233688}",30,18,23.287342022573277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.85, 'e': 0.009955207159745183}",20,8,21.755099407677204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.85, 'e': 0.009805879052349005}",20,3,31.235877053462563,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.85, 'e': 0.009658790866563769}",35,21,24.287861509545536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.85, 'e': 0.009513909003565312}",20,12,12.017662137267006,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.85, 'e': 0.009371200368511834}",25,2,21.185999348269895,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.85, 'e': 0.009230632362984156}",25,13,24.260889379956783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.85, 'e': 0.009092172877539393}",25,9,29.317395690302337,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.85, 'e': 0.008955790284376302}",30,14,28.586801242698016,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.85, 'e': 0.008821453430110657}",20,3,25.833900729230123,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.85, 'e': 0.008689131628658997}",20,11,17.701905632534018,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.85, 'e': 0.008558794654229112}",20,10,18.60257326824763,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.85, 'e': 0.008430412734415676}",20,9,17.953644500229522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.85, 'e': 0.00830395654339944}",30,14,26.8067166443074,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.85, 'e': 0.008179397195248449}",20,3,30.333378970987813,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.85, 'e': 0.008056706237319721}",25,16,16.701905692991673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.85, 'e': 0.007935855643759926}",25,16,19.26467995368747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.85, 'e': 0.007816817809103527}",30,17,24.396820120222646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.85, 'e': 0.007699565541966974}",25,11,25.51585591759583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.85, 'e': 0.007584072058837469}",35,15,35.67129847824679,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.85, 'e': 0.007470310977954907}",35,21,27.23350797919406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.85, 'e': 0.007358256313285583}",20,3,-9.205076949236943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.85, 'e': 0.0072478824685863}",20,4,31.841939267348238,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.85, 'e': 0.007139164231557505}",25,11,28.08052186487071,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.85, 'e': 0.007032076768084142}",20,0,27.73279284175671,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.85, 'e': 0.0069265956165628795}",25,17,12.867258239215406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.85, 'e': 0.006822696682314436}",20,12,17.27577834928231,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.85, 'e': 0.00672035623207972}",30,3,40.819935288077744,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.85, 'e': 0.006619550888598524}",25,11,22.042541216093912,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.85, 'e': 0.006520257625269546}",20,16,8.838723219520915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.85, 'e': 0.006422453760890503}",25,13,20.496724796647758,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.85, 'e': 0.0063261169544771454}",30,16,27.315266562115646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.85, 'e': 0.0062312252001599875}",20,10,5.671763630174944,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.85, 'e': 0.006137756822157588}",20,0,30.586495021211324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.85, 'e': 0.006045690469825224}",20,8,20.09871248800361,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.85, 'e': 0.005955005112777845}",35,18,30.93871361587992,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.85, 'e': 0.005865680036086178}",25,17,16.075928585920046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.85, 'e': 0.005777694835544885}",20,0,31.087838411079424,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.85, 'e': 0.005691029413011712}",25,0,32.85535098664017,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
344,False,"{'a': 0.85, 'e': 0.005605663971816536}",20,10,20.22827421298425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.85, 'e': 0.005521579012239288}",25,9,33.40953137860729,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.85, 'e': 0.0054387553270556985}",20,14,13.0224598999067,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.85, 'e': 0.005357173997149863}",25,3,34.863439514059856,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.85, 'e': 0.005276816387192615}",20,0,30.617947096287132,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.85, 'e': 0.005197664141384725}",25,12,24.51746062677177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.85, 'e': 0.0051196991792639545}",25,19,8.414695763782841,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.85, 'e': 0.005042903691574996}",20,14,8.580259091768454,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.85, 'e': 0.004967260136201371}",25,0,42.56552773046802,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.85, 'e': 0.00489275123415835}",20,12,14.9322308123374,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.85, 'e': 0.004819359965645974}",25,16,16.550681444122812,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.85, 'e': 0.004747069566161285}",20,13,13.193425528176036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.85, 'e': 0.004675863522668865}",20,5,24.530996417078505,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.85, 'e': 0.004605725569828832}",20,8,20.118205430593648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.85, 'e': 0.0045366396862814}",20,6,29.323397000985857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.85, 'e': 0.0044685900909871784}",25,8,29.576130952441147,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.85, 'e': 0.004401561239622371}",30,4,29.530672769945,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
