trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
18,False,"{'a': 0.5, 'e': 0.4181203352191771}",20,0,-35.28335720765162,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.3972143184582182}",20,6,18.850290158653024,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.37735360253530725}",20,3,-37.08954984331777,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
21,False,"{'a': 0.5, 'e': 0.3584859224085419}",25,0,-42.16318045786428,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.3405616262881148}",20,9,-42.7638127493098,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
23,False,"{'a': 0.5, 'e': 0.323533544973709}",20,9,-3.168824948487188,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.3073568677250236}",25,8,-47.82114352610575,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.2919890243387724}",25,11,-3.7599509753648035,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.27738957312183377}",20,8,4.438464466331911,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.26352009446574204}",35,13,21.659968793820852,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.2503440897424549}",20,14,-30.19523148785789,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
